x, y, z
2.0623536e-01,  0.0000000e+00,  2.0668698e-02
2.8341474e-01,  1.0842022e-19,  2.0466726e-02
2.6251918e-01,  0.0000000e+00, -2.7139357e-02
1.9921192e-01,  5.4210109e-20, -1.3259087e-02
2.1166677e-01,  0.0000000e+00,  2.6020829e-02
2.9560175e-01,  0.0000000e+00,  1.5148873e-02
2.5018260e-01,  0.0000000e+00, -2.9266374e-02
1.9742992e-01,  0.0000000e+00, -8.2071501e-03
2.1852338e-01,  0.0000000e+00,  2.8606081e-02
3.0297226e-01,  0.0000000e+00,  7.6747709e-03
2.3609948e-01,  5.4210109e-20, -2.9589851e-02
1.9788391e-01,  2.7105054e-20, -9.1712526e-04
2.3250108e-01,  0.0000000e+00,  2.9556526e-02
3.0420240e-01,  0.0000000e+00, -5.2161998e-03
2.2081112e-01,  0.0000000e+00, -2.8976675e-02
1.9738235e-01,  0.0000000e+00,  6.8817743e-03
2.4744738e-01,  0.0000000e+00,  2.9477022e-02
2.9754888e-01,  0.0000000e+00, -1.3868009e-02
2.1289829e-01,  0.0000000e+00, -2.6841765e-02
1.9842196e-01,  0.0000000e+00,  1.2080662e-02
2.5920241e-01,  0.0000000e+00,  2.7934786e-02
2.8719796e-01, -3.3881318e-21, -1.9093138e-02
2.0767349e-01,  0.0000000e+00, -2.2293911e-02
2.0313405e-01,  0.0000000e+00,  1.7642674e-02
2.7524607e-01,  1.3552527e-20,  2.3389137e-02
2.7013857e-01,  0.0000000e+00, -2.5058530e-02
2.0135135e-01, -1.0842022e-19, -1.5914723e-02
2.0912154e-01,  0.0000000e+00,  2.3910497e-02
2.9074738e-01,  0.0000000e+00,  1.7701574e-02
2.5595442e-01,  0.0000000e+00, -2.8598451e-02
1.9780121e-01,  0.0000000e+00, -1.0849901e-02
2.1436664e-01,  0.0000000e+00,  2.7579306e-02
2.9947048e-01,  0.0000000e+00,  1.2292314e-02
2.4425066e-01, -1.0842022e-19, -2.9621030e-02
1.9744181e-01, -1.0842022e-19, -5.2607453e-03
2.2380122e-01,  0.0000000e+00,  2.9294582e-02
3.0510967e-01,  0.0000000e+00,  2.1816956e-03
2.2861410e-01,  0.0000000e+00, -2.9505411e-02
1.9771621e-01, -5.4210109e-20,  2.8408945e-03
2.3972756e-01,  0.0000000e+00,  2.9632657e-02
3.0155192e-01,  0.0000000e+00, -9.8667643e-03
2.1654676e-01,  1.0842022e-19, -2.8211230e-02
1.9750630e-01, -1.0842022e-19,  9.3941642e-03
2.5266479e-01, -5.4210109e-20,  2.9038892e-02
2.9370088e-01,  0.0000000e+00, -1.6263506e-02
2.1057535e-01,  0.0000000e+00, -2.5215112e-02
1.9999805e-01,  0.0000000e+00,  1.4340522e-02
2.6557512e-01,  0.0000000e+00,  2.6359064e-02
2.8005458e-01,  0.0000000e+00, -2.1683713e-02
2.0495247e-01,  0.0000000e+00, -1.9355503e-02
2.0616891e-01,  1.0842022e-19,  2.0597102e-02
2.8323994e-01,  0.0000000e+00,  2.0530059e-02
2.6267587e-01, -1.0842022e-19, -2.7100554e-02
1.9925076e-01,  0.0000000e+00, -1.3314403e-02
2.1161018e-01,  0.0000000e+00,  2.5980820e-02
2.9550729e-01, -1.0842022e-19,  1.5207278e-02
2.5031070e-01,  2.7105054e-20, -2.9255618e-02
1.9743285e-01, -1.0842022e-19, -8.2688096e-03
2.1841834e-01, -1.0842022e-19,  2.8587200e-02
3.0290608e-01,  0.0000000e+00,  7.7895757e-03
2.3627938e-01,  0.0000000e+00, -2.9591984e-02
1.9787878e-01,  0.0000000e+00, -1.0108762e-03
2.3231325e-01,  0.0000000e+00,  2.9555028e-02
3.0425938e-01,  1.0842022e-19, -5.0789946e-03
2.2094196e-01, -5.4210109e-20, -2.8994843e-02
1.9738139e-01,  0.0000000e+00,  6.8078743e-03
2.4729733e-01,  0.0000000e+00,  2.9486893e-02
2.9764956e-01,  0.0000000e+00, -1.3795777e-02
2.1296704e-01,  2.7105054e-20, -2.6883353e-02
1.9838334e-01,  0.0000000e+00,  1.2017636e-02
2.5902827e-01,  0.0000000e+00,  2.7974418e-02
2.8739657e-01,  0.0000000e+00, -1.9019410e-02
2.0775018e-01, -2.7105054e-20, -2.2383161e-02
2.0303555e-01,  0.0000000e+00,  1.7550785e-02
2.7497816e-01,  0.0000000e+00,  2.3481052e-02
2.7039889e-01,  0.0000000e+00, -2.4978351e-02
2.0143636e-01,  0.0000000e+00, -1.6002658e-02
2.0904607e-01,  0.0000000e+00,  2.3832170e-02
2.9057592e-01, -1.0842022e-19,  1.7774814e-02
2.5612395e-01,  0.0000000e+00, -2.8569016e-02
1.9782616e-01,  0.0000000e+00, -1.0918441e-02
2.1427593e-01,  2.7105054e-20,  2.7543233e-02
2.9936676e-01,  0.0000000e+00,  1.2391874e-02
2.4444739e-01,  0.0000000e+00, -2.9616416e-02
1.9743351e-01,  0.0000000e+00, -5.3637125e-03
2.2360362e-01,  5.4210109e-20,  2.9279512e-02
3.0507414e-01,  0.0000000e+00,  2.3752074e-03
2.2884673e-01,  5.4210109e-20, -2.9510425e-02
1.9772907e-01,  0.0000000e+00,  2.7260024e-03
2.3951330e-01,  0.0000000e+00,  2.9630658e-02
3.0164100e-01, -1.0842022e-19, -9.7441527e-03
2.1665641e-01,  0.0000000e+00, -2.8235984e-02
1.9749978e-01,  1.0842022e-19,  9.3263513e-03
2.5252090e-01, -1.0842022e-19,  2.9053747e-02
2.9381755e-01,  0.0000000e+00, -1.6199611e-02
2.1063873e-01,  2.7105054e-20, -2.5264710e-02
1.9994889e-01,  5.4210109e-20,  1.4276257e-02
2.6539230e-01,  0.0000000e+00,  2.6407361e-02
2.8025150e-01,  2.7105054e-20, -2.1612409e-02
2.0502811e-01,  0.0000000e+00, -1.9429428e-02
2.0609999e-01,  0.0000000e+00,  2.0523185e-02
2.8305744e-01,  0.0000000e+00,  2.0595973e-02
2.6283818e-01,  5.4210109e-20, -2.7060140e-02
1.9929120e-01,  5.4210109e-20, -1.3372149e-02
2.1155103e-01,  0.0000000e+00,  2.5939007e-02
2.9540871e-01, -1.3552527e-20,  1.5268334e-02
2.5044466e-01,  0.0000000e+00, -2.9244374e-02
1.9743574e-01,  0.0000000e+00, -8.3335471e-03
2.1830828e-01,  0.0000000e+00,  2.8567274e-02
3.0283588e-01,  0.0000000e+00,  7.9103451e-03
2.3646965e-01,  1.0842022e-19, -2.9594372e-02
1.9787301e-01, -1.0842022e-19, -1.1104199e-03
2.3211367e-01,  0.0000000e+00,  2.9553444e-02
3.0431891e-01,  0.0000000e+00, -4.9319599e-03
2.2108298e-01,  0.0000000e+00, -2.9013998e-02
1.9738052e-01,  0.0000000e+00,  6.7286527e-03
2.4713583e-01,  0.0000000e+00,  2.9497288e-02
2.9775715e-01,  0.0000000e+00, -1.3718232e-02
2.1304077e-01,  1.3552527e-20, -2.6927406e-02
1.9834245e-01,  0.0000000e+00,  1.1950420e-02
2.5884205e-01,  0.0000000e+00,  2.8016339e-02
2.8760791e-01,  0.0000000e+00, -1.8940796e-02
2.0783217e-01, -5.4210109e-20, -2.2478359e-02
2.0293035e-01,  0.0000000e+00,  1.7452481e-02
2.7469080e-01,  3.3881318e-21,  2.3579287e-02
2.7067928e-01,  0.0000000e+00, -2.4891368e-02
2.0152876e-01,  0.0000000e+00, -1.6097282e-02
2.0896528e-01,  6.7762636e-21,  2.3747363e-02
2.9039016e-01,  1.3552527e-20,  1.7853129e-02
2.5630439e-01,  0.0000000e+00, -2.8536859e-02
1.9785395e-01,  0.0000000e+00, -1.0991173e-02
2.1418087e-01,  1.0842022e-19,  2.7504304e-02
2.9925535e-01, -2.7105054e-20,  1.2495934e-02
2.4465401e-01, -1.0842022e-19, -2.9611061e-02
1.9742453e-01,  0.0000000e+00, -5.4714480e-03
2.2339826e-01,  3.3881318e-21,  2.9263059e-02
3.0503383e-01,  0.0000000e+00,  2.5778951e-03
2.2909281e-01,  0.0000000e+00, -2.9515385e-02
1.9774276e-01,  1.6940659e-21,  2.6046404e-03
2.3928695e-01,  1.3552527e-20,  2.9628465e-02
3.0173460e-01, -1.0842022e-19, -9.6135814e-03
2.1677358e-01, -2.7105054e-20, -2.8261965e-02
1.9749306e-01, -1.0842022e-19,  9.2543264e-03
2.5236750e-01,  1.0842022e-19,  2.9069332e-02
2.9393916e-01,  0.0000000e+00, -1.6131798e-02
2.1070590e-01,  1.3552527e-20, -2.5317010e-02
1.9989710e-01,  0.0000000e+00,  1.4208237e-02
2.6519926e-01,  1.0842022e-19,  2.6458262e-02
2.8046075e-01,  5.4210109e-20, -2.1536716e-02
2.0510841e-01,  0.0000000e+00, -1.9508353e-02
2.0602570e-01,  6.7762636e-21,  2.0444312e-02
2.8286186e-01,  0.0000000e+00,  2.0666841e-02
2.6301355e-01,  0.0000000e+00, -2.7016529e-02
1.9933483e-01,  0.0000000e+00, -1.3434458e-02
2.1148724e-01,  0.0000000e+00,  2.5893816e-02
2.9530083e-01,  0.0000000e+00,  1.5334276e-02
2.5058962e-01, -5.4210109e-20, -2.9232216e-02
1.9743883e-01,  0.0000000e+00, -8.4036727e-03
2.1818948e-01,  2.7105054e-20,  2.8545536e-02
3.0275785e-01,  0.0000000e+00,  8.0413512e-03
