x, y, z
2.8719007e-01,  0.0000000e+00, -1.9094990e-02
2.0767129e-01,  1.0842022e-19, -2.2289869e-02
2.0313965e-01,  0.0000000e+00,  1.7646233e-02
2.7525835e-01,  0.0000000e+00,  2.3384296e-02
2.7012519e-01,  0.0000000e+00, -2.5061952e-02
2.0134792e-01,  0.0000000e+00, -1.5909576e-02
2.0912686e-01,  0.0000000e+00,  2.3914487e-02
2.9075757e-01,  0.0000000e+00,  1.7695983e-02
2.5594116e-01,  0.0000000e+00, -2.8599741e-02
1.9780066e-01, -1.0842022e-19, -1.0843479e-02
2.1437726e-01,  0.0000000e+00,  2.7581823e-02
2.9948031e-01,  0.0000000e+00,  1.2280595e-02
2.4422729e-01,  0.0000000e+00, -2.9620752e-02
1.9744395e-01,  0.0000000e+00, -5.2476127e-03
2.2382779e-01, -5.4210109e-20,  2.9295844e-02
3.0511308e-01,  0.0000000e+00,  2.1555397e-03
2.2858269e-01,  5.4210109e-20, -2.9504082e-02
1.9771576e-01,  0.0000000e+00,  2.8570501e-03
2.3975912e-01,  0.0000000e+00,  2.9632225e-02
3.0153686e-01,  0.0000000e+00, -9.8848723e-03
2.1653020e-01, -5.4210109e-20, -2.8206220e-02
1.9750925e-01,  0.0000000e+00,  9.4055374e-03
2.5269174e-01, -2.7105054e-20,  2.9034974e-02
2.9367567e-01,  0.0000000e+00, -1.6275570e-02
2.1056357e-01, -1.0842022e-19, -2.5203292e-02
2.0001108e-01,  0.0000000e+00,  1.4354667e-02
2.6561796e-01,  0.0000000e+00,  2.6346774e-02
2.8000581e-01,  0.0000000e+00, -2.1700381e-02
2.0493482e-01,  5.4210109e-20, -1.9336616e-02
2.0618748e-01,  0.0000000e+00,  2.0615308e-02
2.8328639e-01,  0.0000000e+00,  2.0512203e-02
2.6263153e-01,  1.0842022e-19, -2.7110456e-02
1.9924157e-01,  0.0000000e+00, -1.3297680e-02
2.1162969e-01,  1.6940659e-21,  2.5991902e-02
2.9553634e-01,  1.0842022e-19,  1.5187213e-02
2.5026654e-01,  0.0000000e+00, -2.9258118e-02
1.9743396e-01,  0.0000000e+00, -8.2460239e-03
2.1845895e-01,  1.0842022e-19,  2.8593280e-02
3.0293050e-01, -1.0842022e-19,  7.7445485e-03
2.3620872e-01,  0.0000000e+00, -2.9590298e-02
1.9788268e-01,  0.0000000e+00, -9.7303945e-04
2.3239090e-01, -2.7105054e-20,  2.9554852e-02
3.0423472e-01,  1.0842022e-19, -5.1357954e-03
2.2088778e-01,  0.0000000e+00, -2.8986236e-02
1.9738404e-01,  0.0000000e+00,  6.8395894e-03
2.4736389e-01,  1.0842022e-19,  2.9481504e-02
2.9760172e-01,  0.0000000e+00, -1.3828106e-02
2.1293638e-01,  0.0000000e+00, -2.6862593e-02
1.9840345e-01,  0.0000000e+00,  1.2047823e-02
2.5911447e-01, -6.7762636e-21,  2.7953939e-02
2.8729545e-01,  0.0000000e+00, -1.9055929e-02
2.0771212e-01, -1.0842022e-19, -2.2337192e-02
2.0308756e-01,  6.7762636e-21,  1.7597539e-02
2.7511608e-01,  0.0000000e+00,  2.3433055e-02
2.7026317e-01,  1.0842022e-19, -2.5019623e-02
2.0139290e-01,  0.0000000e+00, -1.5956141e-02
2.0908668e-01,  0.0000000e+00,  2.3873121e-02
2.9066747e-01, -2.1175824e-22,  1.7734880e-02
2.5603150e-01,  0.0000000e+00, -2.8584237e-02
1.9781380e-01,  0.0000000e+00, -1.0880015e-02
2.1432871e-01,  1.0842022e-19,  2.7562718e-02
2.9942519e-01,  0.0000000e+00,  1.2333992e-02
2.4433293e-01,  0.0000000e+00, -2.9618372e-02
1.9743915e-01,  0.0000000e+00, -5.3028532e-03
2.2372189e-01,  2.7105054e-20,  2.9287870e-02
3.0509507e-01,  0.0000000e+00,  2.2593201e-03
2.2870732e-01,  0.0000000e+00, -2.9506815e-02
1.9772261e-01,  0.0000000e+00,  2.7955997e-03
2.3964488e-01, -6.7762636e-21,  2.9631178e-02
3.0158537e-01,  0.0000000e+00, -9.8194532e-03
2.1658893e-01, -2.7105054e-20, -2.8219506e-02
1.9750569e-01,  0.0000000e+00,  9.3692747e-03
2.5261456e-01,  0.0000000e+00,  2.9043012e-02
2.9373857e-01,  0.0000000e+00, -1.6241362e-02
2.1059708e-01, -1.0842022e-19, -2.5230039e-02
1.9998478e-01,  0.0000000e+00,  1.4320134e-02
2.6551969e-01, -1.0842022e-19,  2.6372797e-02
2.8011126e-01,  0.0000000e+00, -2.1662127e-02
2.0497539e-01,  0.0000000e+00, -1.9376220e-02
2.0615052e-01,  5.4210109e-20,  2.0575732e-02
2.8318851e-01,  5.4210109e-20,  2.0547458e-02
2.6271822e-01,  5.4210109e-20, -2.7088919e-02
1.9926351e-01,  1.0842022e-19, -1.3328513e-02
2.1159771e-01,  0.0000000e+00,  2.5969663e-02
2.9548374e-01, -2.7105054e-20,  1.5219923e-02
2.5033775e-01,  0.0000000e+00, -2.9252162e-02
1.9743571e-01,  0.0000000e+00, -8.2806873e-03
2.1840010e-01,  0.0000000e+00,  2.8582661e-02
3.0289258e-01,  0.0000000e+00,  7.8092821e-03
2.3630985e-01, -1.0842022e-19, -2.9591594e-02
1.9787975e-01,  0.0000000e+00, -1.0261350e-03
2.3228440e-01,  1.0842022e-19,  2.9554048e-02
3.0426638e-01,  0.0000000e+00, -5.0577651e-03
2.2096227e-01,  1.0842022e-19, -2.8996592e-02
1.9738319e-01, -1.0842022e-19,  6.7974954e-03
2.4727788e-01,  1.0842022e-19,  2.9487175e-02
2.9766008e-01,  0.0000000e+00, -1.3786851e-02
2.1297524e-01,  1.0842022e-19, -2.6886409e-02
1.9838106e-01,  0.0000000e+00,  1.2011811e-02
