x, y, z
1.9750702e-01, -5.4210109e-20,  9.3992080e-03
2.5267616e-01, -2.7105054e-20,  2.9037578e-02
2.9369133e-01,  1.0842022e-19, -1.6268448e-02
2.1057079e-01,  0.0000000e+00, -2.5210880e-02
2.0000246e-01,  0.0000000e+00,  1.4345764e-02
2.6559066e-01,  0.0000000e+00,  2.6354872e-02
2.8003743e-01,  0.0000000e+00, -2.1689684e-02
2.0494602e-01,  5.4210109e-20, -1.9349117e-02
2.0617484e-01,  0.0000000e+00,  2.0603410e-02
2.8325530e-01,  1.0842022e-19,  2.0524249e-02
2.6266111e-01,  0.0000000e+00, -2.7103990e-02
1.9924768e-01,  0.0000000e+00, -1.3309135e-02
2.1161630e-01,  1.0587912e-22,  2.5984428e-02
2.9551618e-01,  0.0000000e+00,  1.5201398e-02
2.5029791e-01,  0.0000000e+00, -2.9256525e-02
1.9743289e-01, -5.4210109e-20, -8.2623648e-03
2.1842936e-01, -1.0842022e-19,  2.8589063e-02
3.0291263e-01,  0.0000000e+00,  7.7772157e-03
2.3626008e-01,  1.0842022e-19, -2.9591629e-02
1.9787988e-01, -2.7105054e-20, -1.0006044e-03
2.3233434e-01,  0.0000000e+00,  2.9555072e-02
3.0425263e-01,  0.0000000e+00, -5.0942656e-03
2.2092764e-01,  0.0000000e+00, -2.8992652e-02
1.9738219e-01,  6.7762636e-21,  6.8162392e-03
2.4731434e-01,  0.0000000e+00,  2.9485630e-02
2.9763756e-01,  5.4210109e-20, -1.3804157e-02
2.1295946e-01,  0.0000000e+00, -2.6878206e-02
1.9838790e-01,  0.0000000e+00,  1.2025227e-02
2.5904939e-01,  0.0000000e+00,  2.7969471e-02
2.8737220e-01,  0.0000000e+00, -1.9028422e-02
2.0774119e-01,  0.0000000e+00, -2.2371948e-02
2.0304826e-01,  0.0000000e+00,  1.7562196e-02
2.7501189e-01,  0.0000000e+00,  2.3469443e-02
2.7036590e-01,  0.0000000e+00, -2.4988430e-02
2.0142568e-01,  0.0000000e+00, -1.5991457e-02
2.0905551e-01,  0.0000000e+00,  2.3842140e-02
2.9059762e-01,  0.0000000e+00,  1.7765345e-02
2.5610179e-01,  0.0000000e+00, -2.8572752e-02
1.9782306e-01,  5.4210109e-20, -1.0909450e-02
2.1428815e-01,  0.0000000e+00,  2.7547885e-02
2.9938004e-01, -1.0842022e-19,  1.2378585e-02
2.4442135e-01,  3.3881318e-21, -2.9616932e-02
1.9743428e-01,  1.0842022e-19, -5.3498307e-03
2.2363072e-01,  0.0000000e+00,  2.9281478e-02
3.0507899e-01,  0.0000000e+00,  2.3488681e-03
2.2881522e-01,  0.0000000e+00, -2.9509646e-02
1.9772742e-01,  5.4210109e-20,  2.7417912e-03
2.3954334e-01,  0.0000000e+00,  2.9630823e-02
3.0162818e-01, -1.0842022e-19, -9.7611893e-03
2.1664136e-01,  0.0000000e+00, -2.8232361e-02
1.9750086e-01,  0.0000000e+00,  9.3359445e-03
2.5254132e-01, -1.0842022e-19,  2.9051483e-02
2.9379995e-01, -1.0842022e-19, -1.6208842e-02
2.1062967e-01,  1.0842022e-19, -2.5257239e-02
1.9995663e-01,  2.7105054e-20,  1.4285764e-02
2.6541974e-01,  0.0000000e+00,  2.6399992e-02
2.8022175e-01,  0.0000000e+00, -2.1623119e-02
2.0501657e-01,  0.0000000e+00, -1.9418075e-02
2.0611039e-01,  0.0000000e+00,  2.0534496e-02
2.8308571e-01, -2.7105054e-20,  2.0585661e-02
2.6281288e-01,  0.0000000e+00, -2.7066330e-02
1.9928546e-01, -1.3552527e-20, -1.3362930e-02
2.1156081e-01,  0.0000000e+00,  2.5945529e-02
2.9542453e-01, -1.0842022e-19,  1.5258300e-02
2.5042242e-01,  0.0000000e+00, -2.9246081e-02
1.9743564e-01,  0.0000000e+00, -8.3226769e-03
2.1832714e-01,  0.0000000e+00,  2.8570495e-02
3.0284731e-01,  0.0000000e+00,  7.8897323e-03
2.3643678e-01,  1.0842022e-19, -2.9593867e-02
1.9787420e-01,  0.0000000e+00, -1.0932352e-03
2.3214824e-01,  0.0000000e+00,  2.9553621e-02
3.0430814e-01,  1.0842022e-19, -4.9576081e-03
2.2105815e-01,  0.0000000e+00, -2.9010558e-02
1.9738132e-01,  0.0000000e+00,  6.7425989e-03
2.4716447e-01,  0.0000000e+00,  2.9495334e-02
2.9773752e-01,  0.0000000e+00, -1.3732072e-02
2.1302758e-01,  1.0842022e-19, -2.6919311e-02
1.9834960e-01,  1.0842022e-19,  1.1962669e-02
2.5887625e-01, -2.7105054e-20,  2.8008560e-02
2.8756894e-01, -5.4210109e-20, -1.8955231e-02
2.0781742e-01,  0.0000000e+00, -2.2460606e-02
2.0295013e-01,  5.4210109e-20,  1.7470707e-02
2.7474438e-01,  1.0842022e-19,  2.3560913e-02
2.7062666e-01,  0.0000000e+00, -2.4907642e-02
2.0151138e-01,  0.0000000e+00, -1.6079478e-02
2.0898024e-01, -1.0842022e-19,  2.3763335e-02
2.9042538e-01, -1.0842022e-19,  1.7838271e-02
2.5627018e-01,  0.0000000e+00, -2.8542905e-02
1.9784876e-01,  0.0000000e+00, -1.0977281e-02
2.1419876e-01, -1.0842022e-19,  2.7511735e-02
2.9927701e-01,  0.0000000e+00,  1.2475889e-02
2.4461387e-01, -1.0842022e-19, -2.9612044e-02
1.9742638e-01,  0.0000000e+00, -5.4505596e-03
2.2343793e-01,  0.0000000e+00,  2.9266241e-02
3.0504191e-01,  0.0000000e+00,  2.5383870e-03
2.2904440e-01,  0.0000000e+00, -2.9514374e-02
1.9773984e-01,  0.0000000e+00,  2.6284748e-03
2.3933150e-01,  0.0000000e+00,  2.9628816e-02
3.0171571e-01, -1.0842022e-19, -9.6394245e-03
2.1675068e-01,  0.0000000e+00, -2.8256654e-02
1.9749458e-01, -5.4210109e-20,  9.2687340e-03
2.5239846e-01,  0.0000000e+00,  2.9066064e-02
2.9391434e-01,  0.0000000e+00, -1.6145523e-02
2.1069222e-01,  0.0000000e+00, -2.5306163e-02
1.9990832e-01,  0.0000000e+00,  1.4222214e-02
2.6523917e-01, -1.0842022e-19,  2.6447604e-02
2.8041701e-01,  0.0000000e+00, -2.1552441e-02
2.0509140e-01,  0.0000000e+00, -1.9491741e-02
2.0604109e-01,  0.0000000e+00,  2.0460905e-02
2.8290319e-01,  0.0000000e+00,  2.0651716e-02
2.6297603e-01,  0.0000000e+00, -2.7025720e-02
1.9932621e-01,  0.0000000e+00, -1.3420980e-02
2.1150095e-01,  1.0842022e-19,  2.5903491e-02
2.9532418e-01,  0.0000000e+00,  1.5319760e-02
2.5055773e-01,  0.0000000e+00, -2.9234754e-02
1.9743857e-01,  5.4210109e-20, -8.3880226e-03
2.1821665e-01, -3.3881318e-21,  2.8550241e-02
3.0277556e-01,  0.0000000e+00,  8.0118086e-03
2.3663000e-01, -5.4210109e-20, -2.9596370e-02
1.9786777e-01,  0.0000000e+00, -1.1946424e-03
2.3194400e-01,  0.0000000e+00,  2.9552049e-02
3.0436793e-01,  0.0000000e+00, -4.8066560e-03
2.2120260e-01, -1.0842022e-19, -2.9030013e-02
1.9738056e-01,  0.0000000e+00,  6.6612661e-03
2.4699976e-01, -6.7762636e-21,  2.9505746e-02
2.9784721e-01,  0.0000000e+00, -1.3652389e-02
2.1310293e-01, -1.0842022e-19, -2.6964053e-02
1.9830817e-01,  1.0842022e-19,  1.1894069e-02
2.5868692e-01,  0.0000000e+00,  2.8050976e-02
2.8778392e-01,  0.0000000e+00, -1.8875030e-02
2.0790096e-01,  0.0000000e+00, -2.2557726e-02
2.0284259e-01,  0.0000000e+00,  1.7370183e-02
2.7444940e-01,  0.0000000e+00,  2.3661264e-02
2.7091496e-01,  0.0000000e+00, -2.4817653e-02
2.0160698e-01,  0.0000000e+00, -1.6176727e-02
2.0889765e-01,  0.0000000e+00,  2.3675695e-02
2.9023325e-01,  2.7105054e-20,  1.7918361e-02
2.5645525e-01,  0.0000000e+00, -2.8509369e-02
1.9787808e-01,  0.0000000e+00, -1.1051162e-02
2.1410295e-01,  0.0000000e+00,  2.7471644e-02
2.9916336e-01, -2.7105054e-20,  1.2580241e-02
2.4482128e-01,  0.0000000e+00, -2.9606235e-02
1.9741833e-01, -6.7762636e-21, -5.5586153e-03
2.2323205e-01,  0.0000000e+00,  2.9249233e-02
3.0499918e-01, -2.7105054e-20,  2.7418602e-03
2.2929253e-01,  0.0000000e+00, -2.9519180e-02
1.9775343e-01,  1.0842022e-19,  2.5057831e-03
2.3910186e-01,  0.0000000e+00,  2.9626565e-02
3.0180990e-01,  0.0000000e+00, -9.5065147e-03
2.1686929e-01,  0.0000000e+00, -2.8282876e-02
1.9748798e-01,  0.0000000e+00,  9.1955816e-03
2.5224370e-01,  0.0000000e+00,  2.9081673e-02
2.9403730e-01, -5.4210109e-20, -1.6076638e-02
2.1076021e-01,  0.0000000e+00, -2.5358962e-02
1.9985611e-01,  0.0000000e+00,  1.4153343e-02
2.6504393e-01,  0.0000000e+00,  2.6498962e-02
2.8062944e-01,  5.4210109e-20, -2.1475648e-02
2.0517278e-01, -1.0842022e-19, -1.9572231e-02
2.0596499e-01, -1.0842022e-19,  2.0380503e-02
2.8270302e-01,  0.0000000e+00,  2.0724360e-02
2.6315641e-01, -1.0842022e-19, -2.6980867e-02
1.9937108e-01,  0.0000000e+00, -1.3485031e-02
2.1143496e-01, -1.0842022e-19,  2.5856991e-02
2.9521336e-01,  0.0000000e+00,  1.5387520e-02
2.5070714e-01,  0.0000000e+00, -2.9222193e-02
1.9744170e-01,  0.0000000e+00, -8.4602576e-03
2.1809378e-01,  0.0000000e+00,  2.8527790e-02
3.0269436e-01,  0.0000000e+00,  8.1468419e-03
2.3684542e-01,  0.0000000e+00, -2.9599213e-02
1.9786027e-01, -1.0842022e-19, -1.3078668e-03
2.3171593e-01,  0.0000000e+00,  2.9550211e-02
3.0443296e-01,  0.0000000e+00, -4.6365081e-03
2.2136636e-01, -5.4210109e-20, -2.9051416e-02
1.9738015e-01,  0.0000000e+00,  6.5696607e-03
2.4681407e-01,  0.0000000e+00,  2.9517103e-02
2.9796836e-01,  0.0000000e+00, -1.3562660e-02
2.1318774e-01,  1.0842022e-19, -2.7013447e-02
1.9826290e-01,  0.0000000e+00,  1.1817602e-02
2.5847715e-01,  0.0000000e+00,  2.8097572e-02
2.8802203e-01,  0.0000000e+00, -1.8785817e-02
2.0799419e-01,  1.0842022e-19, -2.2665538e-02
2.0272309e-01,  0.0000000e+00,  1.7258103e-02
2.7411958e-01,  0.0000000e+00,  2.3772851e-02
