x, y, z
2.0134848e-01, -5.4210109e-20, -1.5910850e-02
2.0912518e-01,  0.0000000e+00,  2.3913657e-02
2.9075495e-01, -5.4210109e-20,  1.7697716e-02
2.5594541e-01,  0.0000000e+00, -2.8599524e-02
1.9780055e-01,  0.0000000e+00, -1.0845697e-02
2.1437358e-01,  0.0000000e+00,  2.7581059e-02
2.9947669e-01,  0.0000000e+00,  1.2285024e-02
2.4423623e-01, -5.4210109e-20, -2.9620961e-02
1.9744291e-01, -5.4210109e-20, -5.2527053e-03
2.2381739e-01,  0.0000000e+00,  2.9295431e-02
3.0511190e-01,  0.0000000e+00,  2.1658505e-03
2.2859512e-01,  0.0000000e+00, -2.9504675e-02
1.9771605e-01,  1.3552527e-20,  2.8505990e-03
2.3974650e-01,  0.0000000e+00,  2.9632467e-02
3.0154307e-01,  0.0000000e+00, -9.8775498e-03
2.1653689e-01,  0.0000000e+00, -2.8208386e-02
1.9750788e-01,  0.0000000e+00,  9.4007986e-03
2.5268053e-01,  0.0000000e+00,  2.9036723e-02
2.9368666e-01, -5.4210109e-20, -1.6270425e-02
2.1056861e-01,  0.0000000e+00, -2.5208522e-02
2.0000537e-01,  0.0000000e+00,  1.4348454e-02
2.6559929e-01,  0.0000000e+00,  2.6352268e-02
2.8002721e-01, -1.0842022e-19, -2.1693025e-02
2.0494260e-01,  5.4210109e-20, -1.9345076e-02
2.0617900e-01,  0.0000000e+00,  2.0607207e-02
2.8326525e-01,  1.0842022e-19,  2.0520280e-02
2.6265132e-01,  1.0842022e-19, -2.7106058e-02
1.9924589e-01,  2.7105054e-20, -1.3305265e-02
2.1162085e-01, -1.0842022e-19,  2.5986903e-02
2.9552300e-01,  0.0000000e+00,  1.5196470e-02
2.5028688e-01,  0.0000000e+00, -2.9257022e-02
1.9743350e-01,  0.0000000e+00, -8.2566002e-03
2.1843990e-01,  0.0000000e+00,  2.8590509e-02
3.0291879e-01,  0.0000000e+00,  7.7655749e-03
2.3624156e-01,  0.0000000e+00, -2.9591123e-02
1.9788108e-01,  0.0000000e+00, -9.9072819e-04
2.3235478e-01,  0.0000000e+00,  2.9554952e-02
3.0424592e-01, -1.0842022e-19, -5.1092125e-03
2.2091344e-01,  6.7762636e-21, -2.8990294e-02
1.9738290e-01,  0.0000000e+00,  6.8246890e-03
2.4733226e-01,  0.0000000e+00,  2.9484102e-02
2.9762445e-01,  0.0000000e+00, -1.3812876e-02
2.1295091e-01,  0.0000000e+00, -2.6872462e-02
1.9839357e-01,  0.0000000e+00,  1.2033528e-02
2.5907324e-01,  1.0842022e-19,  2.7963720e-02
2.8734394e-01,  0.0000000e+00, -1.9038560e-02
2.0773026e-01,  0.0000000e+00, -2.2359090e-02
2.0306303e-01,  0.0000000e+00,  1.7575264e-02
2.7505070e-01,  0.0000000e+00,  2.3455925e-02
2.7032767e-01,  0.0000000e+00, -2.5000009e-02
2.0141357e-01,  0.0000000e+00, -1.5978316e-02
2.0906705e-01,  0.0000000e+00,  2.3853656e-02
2.9062342e-01,  0.0000000e+00,  1.7754000e-02
2.5607544e-01, -1.0842022e-19, -2.8577022e-02
1.9781967e-01,  0.0000000e+00, -1.0898451e-02
2.1430321e-01,  0.0000000e+00,  2.7553428e-02
2.9939698e-01,  0.0000000e+00,  1.2361891e-02
2.4438826e-01,  1.0842022e-19, -2.9617463e-02
1.9743607e-01,  0.0000000e+00, -5.3322147e-03
2.2366501e-01,  0.0000000e+00,  2.9283863e-02
