x, y, z
2.0004602e-01,  0.0000000e+00,  1.4402813e-02
2.6575141e-01,  0.0000000e+00,  2.6312565e-02
2.7986492e-01,  2.7105054e-20, -2.1752453e-02
2.0487993e-01,  0.0000000e+00, -1.9285172e-02
2.0623390e-01,  0.0000000e+00,  2.0667599e-02
2.8341171e-01,  0.0000000e+00,  2.0468189e-02
2.6252330e-01,  0.0000000e+00, -2.7138753e-02
1.9921289e-01,  0.0000000e+00, -1.3260660e-02
2.1166463e-01,  0.0000000e+00,  2.6019928e-02
2.9559910e-01,  0.0000000e+00,  1.5151313e-02
2.5018857e-01,  0.0000000e+00, -2.9266273e-02
1.9743006e-01,  0.0000000e+00, -8.2101719e-03
2.1851700e-01,  0.0000000e+00,  2.8605491e-02
3.0296986e-01,  0.0000000e+00,  7.6812263e-03
2.3610985e-01, -1.0842022e-19, -2.9590213e-02
1.9788310e-01,  0.0000000e+00, -9.2267659e-04
2.3248998e-01,  0.0000000e+00,  2.9556643e-02
3.0420700e-01,  0.0000000e+00, -5.2077192e-03
2.2081972e-01,  0.0000000e+00, -2.8978098e-02
1.9738182e-01,  0.0000000e+00,  6.8768534e-03
2.4743673e-01,  0.0000000e+00,  2.9478043e-02
2.9755693e-01,  0.0000000e+00, -1.3862803e-02
2.1290351e-01, -1.0842022e-19, -2.6845420e-02
1.9841774e-01,  0.0000000e+00,  1.2075521e-02
2.5918755e-01,  0.0000000e+00,  2.7938508e-02
2.8721544e-01,  0.0000000e+00, -1.9086739e-02
2.0767973e-01,  0.0000000e+00, -2.2302278e-02
2.0312477e-01,  0.0000000e+00,  1.7634282e-02
2.7522086e-01,  5.4210109e-20,  2.3397902e-02
2.7016369e-01,  0.0000000e+00, -2.5051152e-02
2.0135964e-01,  6.7762636e-21, -1.5923182e-02
2.0911368e-01,  0.0000000e+00,  2.3903137e-02
2.9073115e-01, -1.3552527e-20,  1.7709045e-02
2.5597232e-01,  2.1684043e-19, -2.8595731e-02
1.9780342e-01, -2.7105054e-20, -1.0857275e-02
2.1435642e-01,  1.0842022e-19,  2.7575681e-02
2.9945916e-01,  0.0000000e+00,  1.2303789e-02
2.4427384e-01,  1.0842022e-19, -2.9620736e-02
1.9744024e-01,  5.4210109e-20, -5.2729252e-03
2.2377782e-01,  0.0000000e+00,  2.9292989e-02
3.0510684e-01,  0.0000000e+00,  2.2050027e-03
2.2864257e-01,  0.0000000e+00, -2.9506187e-02
1.9771797e-01,  1.0842022e-19,  2.8268860e-03
2.3970140e-01,  0.0000000e+00,  2.9632611e-02
3.0156404e-01,  0.0000000e+00, -9.8515942e-03
2.1656066e-01, -2.7105054e-20, -2.8214684e-02
1.9750509e-01,  0.0000000e+00,  9.3853547e-03
2.5264539e-01, -1.0842022e-19,  2.9041244e-02
2.9371820e-01,  0.0000000e+00, -1.6254814e-02
2.1058395e-01,  1.0842022e-19, -2.5222596e-02
1.9999096e-01,  0.0000000e+00,  1.4331111e-02
2.6554765e-01,  0.0000000e+00,  2.6366595e-02
2.8008425e-01,  0.0000000e+00, -2.1673086e-02
2.0496386e-01,  0.0000000e+00, -1.9367015e-02
2.0615771e-01, -5.4210109e-20,  2.0585802e-02
2.8321098e-01,  0.0000000e+00,  2.0540646e-02
2.6270149e-01,  5.4210109e-20, -2.7094402e-02
1.9925716e-01, -1.0842022e-19, -1.3323936e-02
2.1159970e-01, -1.0842022e-19,  2.5974186e-02
2.9549113e-01,  0.0000000e+00,  1.5218086e-02
2.5033437e-01,  0.0000000e+00, -2.9253980e-02
1.9743336e-01,  6.7762636e-21, -8.2806992e-03
2.1839755e-01,  0.0000000e+00,  2.8583810e-02
3.0289322e-01,  0.0000000e+00,  7.8125535e-03
2.3631530e-01,  0.0000000e+00, -2.9592687e-02
1.9787783e-01,  0.0000000e+00, -1.0300260e-03
2.3227447e-01, -2.1684043e-19,  2.9554941e-02
