x, y, z
3.0511103e-01,  1.0842022e-19,  2.1707961e-03
2.2860107e-01,  0.0000000e+00, -2.9504691e-02
1.9771617e-01, -5.4210109e-20,  2.8478097e-03
2.3974134e-01,  0.0000000e+00,  2.9632301e-02
3.0154521e-01,  0.0000000e+00, -9.8747389e-03
2.1653947e-01,  0.0000000e+00, -2.8208705e-02
1.9750820e-01,  1.0842022e-19,  9.3994757e-03
2.5267787e-01,  0.0000000e+00,  2.9036779e-02
2.9368815e-01,  0.0000000e+00, -1.6269413e-02
2.1056925e-01, -5.4210109e-20, -2.5208918e-02
2.0000500e-01,  0.0000000e+00,  1.4347824e-02
2.6559746e-01,  0.0000000e+00,  2.6352486e-02
2.8002843e-01,  0.0000000e+00, -2.1692473e-02
2.0494326e-01, -1.0842022e-19, -1.9345336e-02
2.0617921e-01,  1.0842022e-19,  2.0606784e-02
2.8326465e-01,  0.0000000e+00,  2.0520314e-02
2.6265164e-01,  0.0000000e+00, -2.7105837e-02
1.9924574e-01,  0.0000000e+00, -1.3305146e-02
2.1162099e-01,  0.0000000e+00,  2.5986887e-02
2.9552377e-01,  1.0842022e-19,  1.5195875e-02
2.5028529e-01,  2.7105054e-20, -2.9256925e-02
1.9743358e-01,  0.0000000e+00, -8.2557093e-03
2.1844204e-01,  0.0000000e+00,  2.8590590e-02
3.0292058e-01, -1.6940659e-21,  7.7634301e-03
2.3623814e-01,  0.0000000e+00, -2.9590937e-02
1.9788090e-01, -5.4210109e-20, -9.8881339e-04
2.3235852e-01,  0.0000000e+00,  2.9554874e-02
3.0424528e-01,  0.0000000e+00, -5.1122512e-03
2.2091005e-01, -5.4210109e-20, -2.8989743e-02
1.9738273e-01,  0.0000000e+00,  6.8265496e-03
2.4733678e-01, -6.7762636e-21,  2.9483634e-02
2.9762131e-01,  1.0842022e-19, -1.3814898e-02
2.1294864e-01,  0.0000000e+00, -2.6870950e-02
1.9839561e-01,  0.0000000e+00,  1.2035615e-02
2.5907951e-01,  0.0000000e+00,  2.7962119e-02
2.8733575e-01,  0.0000000e+00, -1.9041271e-02
2.0772748e-01,  0.0000000e+00, -2.2355513e-02
2.0306660e-01,  5.4210109e-20,  1.7578898e-02
2.7506091e-01, -5.4210109e-20,  2.3452159e-02
2.7031739e-01, -1.0842022e-19, -2.5003183e-02
2.0141013e-01,  0.0000000e+00, -1.5974607e-02
2.0907078e-01,  1.0842022e-19,  2.3856837e-02
2.9063097e-01, -2.7105054e-20,  1.7750675e-02
2.5606777e-01,  0.0000000e+00, -2.8578203e-02
1.9781871e-01,  0.0000000e+00, -1.0895155e-02
2.1430785e-01,  0.0000000e+00,  2.7555034e-02
2.9940181e-01,  5.4210109e-20,  1.2356716e-02
2.4437760e-01,  0.0000000e+00, -2.9617583e-02
1.9743718e-01,  0.0000000e+00, -5.3266725e-03
2.2367543e-01,  0.0000000e+00,  2.9284603e-02
3.0508733e-01,  0.0000000e+00,  2.3045867e-03
