x, y, z
2.9947337e-01,  0.0000000e+00,  1.2288572e-02
2.4424333e-01,  0.0000000e+00, -2.9620967e-02
1.9744232e-01, -1.0842022e-19, -5.2565839e-03
2.2380962e-01,  0.0000000e+00,  2.9295002e-02
3.0511081e-01,  0.0000000e+00,  2.1734296e-03
2.2860424e-01, -5.4210109e-20, -2.9505004e-02
1.9771632e-01,  0.0000000e+00,  2.8459790e-03
2.3973759e-01,  0.0000000e+00,  2.9632532e-02
3.0154714e-01,  0.0000000e+00, -9.8724526e-03
2.1654150e-01,  5.4210109e-20, -2.8209691e-02
1.9750714e-01, -5.4210109e-20,  9.3977067e-03
2.5267341e-01, -1.3552527e-20,  2.9037695e-02
2.9369308e-01,  0.0000000e+00, -1.6267242e-02
2.1057184e-01,  0.0000000e+00, -2.5211480e-02
2.0000218e-01, -2.7105054e-20,  1.4344846e-02
2.6558854e-01,  1.6940659e-21,  2.6355312e-02
2.8003928e-01,  0.0000000e+00, -2.1688834e-02
2.0494700e-01,  0.0000000e+00, -1.9349749e-02
2.0617441e-01, -1.0842022e-19,  2.0602675e-02
2.8325368e-01,  0.0000000e+00,  2.0524648e-02
2.6266205e-01,  0.0000000e+00, -2.7103588e-02
1.9924827e-01,  0.0000000e+00, -1.3309303e-02
2.1161633e-01, -1.0842022e-19,  2.5984166e-02
2.9551599e-01,  0.0000000e+00,  1.5201224e-02
2.5029734e-01,  0.0000000e+00, -2.9256382e-02
1.9743330e-01,  0.0000000e+00, -8.2619412e-03
2.1843042e-01,  5.4210109e-20,  2.8589053e-02
3.0291297e-01,  0.0000000e+00,  7.7760416e-03
2.3625809e-01,  1.0842022e-19, -2.9591488e-02
1.9788029e-01,  1.3552527e-20, -9.9949556e-04
2.3233690e-01,  0.0000000e+00,  2.9554963e-02
3.0425155e-01,  0.0000000e+00, -5.0960866e-03
2.2092602e-01, -6.7762636e-21, -2.8992245e-02
1.9738258e-01,  0.0000000e+00,  6.8173857e-03
2.4731701e-01,  0.0000000e+00,  2.9485306e-02
2.9763536e-01,  0.0000000e+00, -1.3805476e-02
2.1295805e-01,  0.0000000e+00, -2.6877131e-02
1.9838904e-01,  0.0000000e+00,  1.2026682e-02
2.5905369e-01,  0.0000000e+00,  2.7968331e-02
2.8736685e-01,  6.7762636e-21, -1.9030297e-02
2.0773908e-01,  1.0842022e-19, -2.2369416e-02
2.0305130e-01,  0.0000000e+00,  1.7564729e-02
2.7501953e-01,  0.0000000e+00,  2.3466721e-02
2.7035825e-01,  0.0000000e+00, -2.4990707e-02
2.0142338e-01,  5.4210109e-20, -1.5988771e-02
2.0905792e-01,  0.0000000e+00,  2.3844449e-02
2.9060283e-01,  0.0000000e+00,  1.7762935e-02
2.5609604e-01,  1.0842022e-19, -2.8573594e-02
1.9782242e-01,  0.0000000e+00, -1.0907021e-02
2.1429155e-01,  0.0000000e+00,  2.7549055e-02
2.9938370e-01, -1.0842022e-19,  1.2374740e-02
2.4441371e-01,  0.0000000e+00, -2.9617003e-02
1.9743476e-01,  0.0000000e+00, -5.3457057e-03
2.2363892e-01,  0.0000000e+00,  2.9281988e-02
3.0508041e-01,  0.0000000e+00,  2.3408891e-03
2.2880579e-01,  0.0000000e+00, -2.9509341e-02
1.9772706e-01,  0.0000000e+00,  2.7466442e-03
2.3955263e-01,  0.0000000e+00,  2.9630809e-02
3.0162406e-01,  0.0000000e+00, -9.7665214e-03
2.1663663e-01,  0.0000000e+00, -2.8231087e-02
1.9750147e-01,  5.4210109e-20,  9.3390834e-03
2.5254837e-01,  1.0842022e-19,  2.9050595e-02
2.9379369e-01,  0.0000000e+00, -1.6211999e-02
2.1062639e-01,  1.0842022e-19, -2.5254466e-02
1.9995967e-01,  0.0000000e+00,  1.4289222e-02
2.6542999e-01,  5.4210109e-20,  2.6397151e-02
2.8021043e-01,  0.0000000e+00, -2.1627112e-02
2.0501237e-01,  0.0000000e+00, -1.9413681e-02
2.0611467e-01,  1.0842022e-19,  2.0538788e-02
2.8309667e-01,  0.0000000e+00,  2.0581576e-02
2.6280283e-01, -2.7105054e-20, -2.7068685e-02
1.9928331e-01,  1.6940659e-21, -1.3359182e-02
2.1156477e-01,  1.0842022e-19,  2.5948113e-02
2.9543096e-01,  0.0000000e+00,  1.5254004e-02
2.5041287e-01,  0.0000000e+00, -2.9246701e-02
1.9743587e-01,  0.0000000e+00, -8.3178849e-03
2.1833558e-01,  0.0000000e+00,  2.8571831e-02
3.0285253e-01,  0.0000000e+00,  7.8804298e-03
2.3642199e-01, -1.0842022e-19, -2.9593559e-02
1.9787499e-01, -2.7105054e-20, -1.0854095e-03
2.3216416e-01,  0.0000000e+00,  2.9553646e-02
3.0430324e-01,  0.0000000e+00, -4.9693789e-03
2.2104677e-01,  0.0000000e+00, -2.9008885e-02
1.9738184e-01,  8.4703295e-22,  6.7490913e-03
2.4717800e-01, -5.4210109e-20,  2.9494323e-02
2.9772808e-01,  0.0000000e+00, -1.3738619e-02
2.1302126e-01,  0.0000000e+00, -2.6915320e-02
1.9835345e-01, -1.0842022e-19,  1.1968616e-02
2.5889306e-01,  0.0000000e+00,  2.8004646e-02
2.8754944e-01,  0.0000000e+00, -1.8962351e-02
2.0781022e-01,  6.7762636e-21, -2.2451720e-02
2.0296024e-01,  2.7105054e-20,  1.7479793e-02
2.7477126e-01, -1.0842022e-19,  2.3551661e-02
2.7060026e-01,  0.0000000e+00, -2.4915762e-02
2.0150286e-01,  0.0000000e+00, -1.6070482e-02
2.0898797e-01,  0.0000000e+00,  2.3771344e-02
2.9044310e-01,  0.0000000e+00,  1.7830668e-02
2.5625253e-01,  0.0000000e+00, -2.8545921e-02
1.9784632e-01,  5.4210109e-20, -1.0970070e-02
2.1420837e-01,  0.0000000e+00,  2.7515501e-02
2.9928799e-01,  0.0000000e+00,  1.2465313e-02
2.4459274e-01, -1.0842022e-19, -2.9612494e-02
1.9742722e-01, -1.0842022e-19, -5.4394718e-03
2.2345922e-01,  1.0842022e-19,  2.9267868e-02
3.0504600e-01,  0.0000000e+00,  2.5172991e-03
2.2901872e-01,  0.0000000e+00, -2.9513780e-02
1.9773854e-01,  0.0000000e+00,  2.6412269e-03
2.3935542e-01, -1.0842022e-19,  2.9628961e-02
3.0170560e-01, -1.0842022e-19, -9.6533016e-03
2.1673803e-01,  0.0000000e+00, -2.8253725e-02
1.9749560e-01,  0.0000000e+00,  9.2765615e-03
2.5241547e-01,  0.0000000e+00,  2.9064188e-02
2.9390030e-01, -2.7105054e-20, -1.6153085e-02
2.1068456e-01,  0.0000000e+00, -2.5300037e-02
1.9991469e-01,  0.0000000e+00,  1.4230046e-02
2.6526183e-01,  0.0000000e+00,  2.6441506e-02
2.8039212e-01,  0.0000000e+00, -2.1561317e-02
2.0508200e-01,  0.0000000e+00, -1.9482239e-02
2.0605018e-01,  0.0000000e+00,  2.0470310e-02
2.8292676e-01,  5.4210109e-20,  2.0643028e-02
2.6295449e-01,  0.0000000e+00, -2.7030935e-02
1.9932095e-01,  0.0000000e+00, -1.3413198e-02
2.1150909e-01,  0.0000000e+00,  2.5909025e-02
