x, y, z
2.0617751e-01,  0.0000000e+00,  2.0606118e-02
2.8326231e-01,  1.0842022e-19,  2.0521711e-02
2.6265508e-01,  0.0000000e+00, -2.7105455e-02
1.9924611e-01,  0.0000000e+00, -1.3306852e-02
2.1161863e-01,  0.0000000e+00,  2.5986035e-02
2.9552024e-01,  0.0000000e+00,  1.5198812e-02
2.5029223e-01,  0.0000000e+00, -2.9256913e-02
1.9743290e-01,  0.0000000e+00, -8.2595188e-03
2.1843442e-01,  0.0000000e+00,  2.8589871e-02
3.0291589e-01,  0.0000000e+00,  7.7717198e-03
2.3625151e-01,  0.0000000e+00, -2.9591460e-02
1.9788011e-01, -2.7105054e-20, -9.9603400e-04
2.3234347e-01, -2.7105054e-20,  2.9555095e-02
3.0424994e-01,  0.0000000e+00, -5.1010678e-03
2.2092104e-01,  0.0000000e+00, -2.8991695e-02
1.9738219e-01,  2.7105054e-20,  6.8199937e-03
2.4732222e-01, -1.0842022e-19,  2.9485050e-02
2.9763204e-01,  0.0000000e+00, -1.3807917e-02
2.1295575e-01,  0.0000000e+00, -2.6875909e-02
1.9839033e-01,  0.0000000e+00,  1.2028626e-02
2.5905918e-01, -1.0842022e-19,  2.7967211e-02
2.8736078e-01,  0.0000000e+00, -1.9032516e-02
2.0773686e-01,  0.0000000e+00, -2.2366881e-02
2.0305386e-01,  0.0000000e+00,  1.7567395e-02
2.7502706e-01,  0.0000000e+00,  2.3464172e-02
2.7035105e-01,  1.0842022e-19, -2.4992996e-02
2.0142081e-01,  5.4210109e-20, -1.5986370e-02
2.0905999e-01,  0.0000000e+00,  2.3846637e-02
2.9060780e-01,  0.0000000e+00,  1.7761017e-02
2.5609191e-01,  0.0000000e+00, -2.8574421e-02
1.9782163e-01,  5.4210109e-20, -1.0905340e-02
2.1429395e-01,  0.0000000e+00,  2.7549979e-02
2.9938677e-01,  0.0000000e+00,  1.2372471e-02
2.4440911e-01, -1.3552527e-20, -2.9617178e-02
1.9743496e-01, -1.0842022e-19, -5.3434399e-03
2.2364289e-01,  0.0000000e+00,  2.9282387e-02
3.0508119e-01,  0.0000000e+00,  2.3367550e-03
2.2880051e-01,  0.0000000e+00, -2.9509304e-02
1.9772666e-01,  0.0000000e+00,  2.7490531e-03
2.3955678e-01,  2.7105054e-20,  2.9630914e-02
3.0162271e-01,  1.0842022e-19, -9.7690212e-03
2.1663422e-01, -5.4210109e-20, -2.8230704e-02
1.9750137e-01,  0.0000000e+00,  9.3403682e-03
2.5255102e-01,  2.1684043e-19,  2.9050417e-02
2.9379231e-01,  0.0000000e+00, -1.6213089e-02
2.1062560e-01,  0.0000000e+00, -2.5253754e-02
1.9996007e-01,  5.4210109e-20,  1.4290197e-02
2.6543247e-01,  0.0000000e+00,  2.6396560e-02
2.8020762e-01,  0.0000000e+00, -2.1628106e-02
2.0501133e-01,  0.0000000e+00, -1.9412787e-02
2.0611544e-01,  0.0000000e+00,  2.0539723e-02
2.8309860e-01,  0.0000000e+00,  2.0580870e-02
2.6280085e-01,  0.0000000e+00, -2.7069204e-02
1.9928247e-01,  0.0000000e+00, -1.3358655e-02
2.1156545e-01,  0.0000000e+00,  2.5948550e-02
2.9543207e-01, -6.7762636e-21,  1.5253594e-02
2.5041208e-01,  0.0000000e+00, -2.9246863e-02
1.9743551e-01,  5.4210109e-20, -8.3175903e-03
2.1833586e-01,  5.4210109e-20,  2.8572010e-02
3.0285340e-01,  0.0000000e+00,  7.8800500e-03
2.3642160e-01,  0.0000000e+00, -2.9593605e-02
1.9787476e-01,  0.0000000e+00, -1.0851733e-03
2.3216474e-01, -1.0842022e-19,  2.9553695e-02
3.0430371e-01,  0.0000000e+00, -4.9696336e-03
2.2104675e-01,  0.0000000e+00, -2.9008917e-02
1.9738135e-01,  0.0000000e+00,  6.7491606e-03
2.4717789e-01,  0.0000000e+00,  2.9494403e-02
2.9772859e-01, -1.0842022e-19, -1.3738573e-02
2.1302157e-01,  0.0000000e+00, -2.6915472e-02
1.9835335e-01,  1.0842022e-19,  1.1968425e-02
2.5889225e-01, -5.4210109e-20,  2.8004878e-02
2.8755032e-01,  5.4210109e-20, -1.8962053e-02
2.0781025e-01,  0.0000000e+00, -2.2452248e-02
2.0295943e-01,  5.4210109e-20,  1.7479334e-02
2.7476960e-01,  0.0000000e+00,  2.3552234e-02
2.7060192e-01,  1.0842022e-19, -2.4915316e-02
2.0150326e-01,  5.4210109e-20, -1.6071063e-02
2.0898754e-01,  0.0000000e+00,  2.3770849e-02
2.9044175e-01, -1.3552527e-20,  1.7831239e-02
2.5625378e-01,  0.0000000e+00, -2.8545757e-02
1.9784628e-01, -5.4210109e-20, -1.0970683e-02
2.1420764e-01,  0.0000000e+00,  2.7515217e-02
2.9928668e-01,  0.0000000e+00,  1.2466346e-02
2.4459493e-01,  0.0000000e+00, -2.9612489e-02
1.9742728e-01,  1.0842022e-19, -5.4406028e-03
2.2345722e-01,  1.0842022e-19,  2.9267716e-02
3.0504544e-01,  0.0000000e+00,  2.5195561e-03
2.2902169e-01,  1.0842022e-19, -2.9513868e-02
1.9773867e-01,  0.0000000e+00,  2.6398220e-03
2.3935290e-01,  1.0842022e-19,  2.9628970e-02
3.0170735e-01, -1.0842022e-19, -9.6517167e-03
2.1673962e-01,  0.0000000e+00, -2.8254118e-02
1.9749527e-01,  0.0000000e+00,  9.2756002e-03
2.5241316e-01,  0.0000000e+00,  2.9064493e-02
2.9390204e-01,  5.4210109e-20, -1.6152086e-02
2.1068585e-01,  0.0000000e+00, -2.5300948e-02
1.9991342e-01, -2.7105054e-20,  1.4228918e-02
2.6525856e-01,  0.0000000e+00,  2.6442483e-02
2.8039595e-01,  1.0842022e-19, -2.1559968e-02
2.0508348e-01, -1.0842022e-19, -1.9483773e-02
2.0604877e-01,  0.0000000e+00,  2.0468811e-02
2.8292295e-01, -1.0842022e-19,  2.0644493e-02
2.6295816e-01,  0.0000000e+00, -2.7030112e-02
1.9932170e-01,  0.0000000e+00, -1.3414556e-02
2.1150778e-01,  0.0000000e+00,  2.5908085e-02
2.9533520e-01,  5.4210109e-20,  1.5312812e-02
2.5054226e-01,  0.0000000e+00, -2.9235968e-02
1.9743828e-01,  0.0000000e+00, -8.3805222e-03
2.1822933e-01, -1.3552527e-20,  2.8552534e-02
