2.284000e-01	0.000000e+00	-2.950000e-02
2.285119e-01	9.913257e-04	-2.943103e-02
2.286192e-01	1.983174e-03	-2.936236e-02
2.287220e-01	2.975523e-03	-2.929400e-02
2.288203e-01	3.968352e-03	-2.922597e-02
2.289141e-01	4.961638e-03	-2.915828e-02
2.290034e-01	5.955361e-03	-2.909095e-02
2.290883e-01	6.949500e-03	-2.902399e-02
2.291687e-01	7.944034e-03	-2.895742e-02
2.292447e-01	8.938942e-03	-2.889126e-02
2.293164e-01	9.934205e-03	-2.882552e-02
2.293836e-01	1.092980e-02	-2.876022e-02
2.294465e-01	1.192571e-02	-2.869538e-02
2.295051e-01	1.292192e-02	-2.863103e-02
2.295594e-01	1.391840e-02	-2.856716e-02
2.296094e-01	1.491513e-02	-2.850381e-02
2.296551e-01	1.591211e-02	-2.844100e-02
2.296966e-01	1.690931e-02	-2.837874e-02
2.297340e-01	1.790670e-02	-2.831705e-02
2.297671e-01	1.890428e-02	-2.825595e-02
2.297961e-01	1.990203e-02	-2.819546e-02
2.298210e-01	2.089992e-02	-2.813560e-02
2.298418e-01	2.189795e-02	-2.807638e-02
2.298585e-01	2.289610e-02	-2.801782e-02
2.298711e-01	2.389434e-02	-2.795995e-02
2.298797e-01	2.489267e-02	-2.790277e-02
2.298843e-01	2.589106e-02	-2.784631e-02
2.298850e-01	2.688950e-02	-2.779058e-02
2.298816e-01	2.788799e-02	-2.773560e-02
2.298743e-01	2.888649e-02	-2.768138e-02
2.298631e-01	2.988499e-02	-2.762794e-02
2.298480e-01	3.088349e-02	-2.757529e-02
2.298290e-01	3.188197e-02	-2.752344e-02
2.298061e-01	3.288040e-02	-2.747241e-02
2.297794e-01	3.387878e-02	-2.742220e-02
2.297488e-01	3.487709e-02	-2.737284e-02
2.297144e-01	3.587532e-02	-2.732433e-02
2.296762e-01	3.687345e-02	-2.727668e-02
2.296342e-01	3.787147e-02	-2.722989e-02
2.295884e-01	3.886937e-02	-2.718399e-02
2.295387e-01	3.986712e-02	-2.713896e-02
2.294853e-01	4.086472e-02	-2.709483e-02
2.294281e-01	4.186214e-02	-2.705159e-02
2.293672e-01	4.285938e-02	-2.700926e-02
2.293024e-01	4.385642e-02	-2.696783e-02
2.292339e-01	4.485325e-02	-2.692730e-02
2.291616e-01	4.584984e-02	-2.688769e-02
2.290855e-01	4.684619e-02	-2.684899e-02
2.290056e-01	4.784228e-02	-2.681119e-02
2.289220e-01	4.883809e-02	-2.677431e-02
2.288345e-01	4.983361e-02	-2.673834e-02
2.287432e-01	5.082882e-02	-2.670328e-02
2.286481e-01	5.182370e-02	-2.666912e-02
2.285492e-01	5.281823e-02	-2.663586e-02
2.284464e-01	5.381241e-02	-2.660350e-02
2.283398e-01	5.480621e-02	-2.657204e-02
2.282292e-01	5.579961e-02	-2.654146e-02
2.281148e-01	5.679260e-02	-2.651177e-02
2.279965e-01	5.778515e-02	-2.648295e-02
2.278742e-01	5.877726e-02	-2.645500e-02
2.277480e-01	5.976889e-02	-2.642791e-02
2.276178e-01	6.076002e-02	-2.640167e-02
2.274835e-01	6.175065e-02	-2.637628e-02
2.273453e-01	6.274074e-02	-2.635172e-02
